id	name	energi, beräknad (kJ)	kolhydrater, digererbara (g)	fett, totalt (g)	protein, totalt (g)	alkohol (g)	fiber, totalt (g)	organiska syror, totalt (g)	sockeralkoholer (g)	stärkelse, totalt (g)	sockerarter, totalt (g)	fruktos (g)	galaktos (g)	glukos (g)	laktos (g)	maltos (g)	sackaros (g)	polysackarider, icke-cellulosa, lösliga (g)	fiber, olöslig (g)	fettsyror, totalt (g)	fettsyror, fleromättade (g)	fettsyror, enkelomättade cis (g)	fettsyror, mättade (g)	fettsyror, trans (g)	fettsyror, n-3 fleromättade (g)	fettsyror, n-6 fleromättade (g)	fettsyra 18:2 cis,cis n-6 (linolsyra) (mg)	fettsyra 18:3 n-3 (alfa-linolensyra) (mg)	fettsyra 20:5 n-3 (EPA) (mg)	fettsyra 22:6 n-3 (DHA) (mg)	kolesterol (GC) (mg)	steroler, totalt (mg)	kalcium (mg)	järn (mg)	jodid (jod) (µg)	kalium (mg)	magnesium (mg)	natrium (mg)	salt (mg)	fosfor (mg)	selen (µg)	zink (mg)	tryptofan (mg)	folat, total (µg)	niacinekvivalenter (mg)	niacin (nikotinsyra+nikotinamid) (mg)	pyridoxin vitamerer (hydroklorid) (mg)	riboflavin (mg)	tiamin (vitamin B1) (mg)	vitamin B12 (kobalamin) (µg)	vitamin C (askorbinsyra) (mg)	vitamin A RAE (µg)	karotenoider, totalt (µg)	vitamin D (µg)	vitamin E, alfatokoferol (mg)	vitamin K, totalt (µg)
32623	Måltidsersättning, dryckpulver, naturdiet	1445	35.3	4.9	35	0	8.4	N/A	N/A	12	23.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7	2.1	N/A	0.6	N/A	N/A	2.1	2070	N/A	N/A	N/A	N/A	N/A	540	13.3	41	2216.7	262	1073.3	2734.8	645.3	33	7.9	N/A	247.3	12	12	1.3	1.1	0.9	1.8	45	610	N/A	4.5	7.1	42
35011	Måltidsersättning, energi stång, vitaminer, medelvärde	1628	59	11.4	8.8	0	5.3	0.8	0	23.4	35.6	15.2	0	10.3	1.7	0.2	7.8	1.2	3	10	1.3	3.7	5	<0.1	<0.1	1.3	1286	46	0	0	1.1	45.1	99.8	2.8	13.3	414.4	70.9	18.8	47.9	236.2	5.7	1.6	118.5	265.2	23	21	02.18	1.8	1.4	3.4	105.4	17.5	59	0	16.2	02.09
32653	Måltidsersättning, hot and cold mocca, dryckpulver, nutrilett	1589	46.5	4.5	34.2	0	6.3	N/A	N/A	10.8	35.7	N/A	N/A	N/A	2.4	N/A	N/A	N/A	N/A	4.2	2.1	0.9	1.2	N/A	0.3	1.8	1800	300	N/A	N/A	N/A	N/A	609	10.5	114.6	2469	303	660	1681.7	693	46.8	7.5	N/A	276.9	15.9	15.9	1.8	1.5	1.2	2.4	52.8	741	N/A	11.4	8.1	81.3
32626	Måltidsersättning, karamellstång, naturdiet	1491	28	11.6	28	0	13.7	N/A	N/A	3	25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.5	N/A	N/A	5.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	371	11	69	883	79	300	764.4	614	29	5.8	N/A	105	9.4	9.4	01.18	0.9	00.59	1.2	24	373	N/A	2.6	5.5	N/A
32638	Måltidsersättning, milkshake, dryckpulver, allevo	1774	44	7.5	36.5	0	16	N/A	N/A	20	24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.5	2	N/A	1.5	N/A	0.2	1.8	1800	200	N/A	N/A	N/A	N/A	545	10	91	1900	212	600	1528.8	485	33	9	N/A	182	11	11	1.3	1.4	0.8	1.8	36	606	N/A	3	6	42
32659	Måltidsersättning, milkshake, dryckpulver, medelvärde	1637	37	7.7	36.2	0	13.6	N/A	N/A	18.9	18.1	N/A	N/A	N/A	2.4	N/A	N/A	N/A	N/A	4.3	2.2	N/A	2.1	N/A	0.2	1.9	1950	250	N/A	N/A	N/A	N/A	542.5	9.5	90.5	1550	211	750	1911	452.5	31.5	8.1	N/A	181	10.9	10.9	01.25	01.15	01.25	1.8	36	603	N/A	3	6	45
32651	Måltidsersättning, milkshake, dryckpulver, nutrilett	1499	30	7.8	36	0	11.1	N/A	N/A	17.7	12.3	N/A	N/A	N/A	4.9	N/A	N/A	N/A	N/A	5.2	2.4	N/A	2.8	N/A	0.3	2.1	2100	300	N/A	N/A	N/A	N/A	540	9	90	1200	210	900	2293.2	420	30	7.2	N/A	180	10.8	10.8	1.2	0.9	0.9	1.8	36	600	N/A	3	6	48
32627	Måltidsersättning, mörk chokladstång, naturdiet	1502	37	10	23	0	14	N/A	N/A	13	24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.8	N/A	N/A	3.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	385	13	75	833	89	320	815.4	525	32	6.5	N/A	104	9.3	9.3	01.18	0.9	00.57	0.7	23	363	N/A	2.6	5.2	N/A
32667	Måltidsersättning, proteindryck, pulver, gnld, 49 % protein	1692	34.1	7.4	49	0	4.5	0	0	0.5	30.4	24	0	0	6.4	0	0	0.9	2.6	6.1	4.4	0.9	0.7	<0.1	0.2	4.2	4200	224	0	0	6.1	61.5	551.8	4.4	18	1807.1	162.3	220.7	562.3	455.5	2.6	0.5	429.4	55	16.5	16.5	00.09	0.4	1.1	0.3	55	741.6	2.4	4.8	9.5	05.04
29975	Måltidsersättning, proteindryckpulver, herbalife formula 1, 35 % protein	1558	34.6	8.8	34.6	0	7	0	0	1.9	32.7	26	0	6	0.1	<0.1	<0.1	0.9	2.2	8.2	4.9	2	1.3	0	0.6	4.3	4353	593	0	0	1.2	64.8	155.9	5.3	2.9	1430.8	175.1	520	1325	424.6	1.4	0.4	304.4	56.9	5	0.5	00.05	00.01	00.08	0	0	0	14.2	0	0.8	12.17
32675	Måltidsersättning, proteindryckpulver, nutrishake, gnld, 55 % protein	1557	27	4.3	55.1	0	1.4	0	0	0	27	17.7	0	0	9.3	0	0	0.6	0.7	0.1	<0.1	<0.1	<0.1	0	0	<0.1	2	0	0	0	5	30.3	800	3.9	7.8	1710	146.4	286.2	729.2	388.3	1.6	0.1	369.8	45.4	4.2	0.5	0.1	00.27	00.06	0.3	0.6	1.7	0	0	0	0
33403	Måltidsersättning, proteinrik stång, 54 % protein, maxim	1703	8.4	17.1	53.1	0	2.9	0	0	1.6	3.2	0	0	1	0.7	0.8	0.3	0.8	2	15.7	1.3	6.1	8.3	0	0.2	1.1	1103	205	0	0	6	52.2	492.2	2.2	0.4	1120.1	78.6	196.2	500.1	149.3	0.7	0.7	279.7	30.7	2.6	0.9	00.05	00.03	00.07	0	0	0.1	2.6	0	0.8	04.19
35007	Måltidsersättning, proteinrik stång, ca 30 % protein, fiber	1196	3.6	8.1	33.1	0	34	<0.1	0	<0.1	3.5	<0.1	1	1.1	0.5	0	0.9	<0.1	0.2	7.8	1.4	3.7	2.6	0	0.3	1.1	1091	306	0	0	4.1	25.5	327.3	0.2	0.2	422.5	9.4	150.2	382.7	16	0.1	<0.1	542.6	1.2	0.2	<0.1	<0.01	00.01	<0.01	0	0.5	0.2	1.9	0	1.2	04.41
34992	Måltidsersättning, proteinrik stång, medelvärde, ca 20 % protein	861	4.2	6	22.9	0	2.6	0	15.6	0.5	3.7	2	0	0	<0.1	0	1.6	0.7	0.9	5.5	0.7	2.3	2.5	0	0.1	0.6	608	119	0	0	0.1	45.4	46.9	4	0.2	1053.2	133.5	4521.4	11520.4	309.3	0.2	<0.1	209	43.9	3.9	0.4	00.03	<0.01	<0.01	0	0	0.5	0.8	0	0.4	02.29
30665	Måltidsersättning, proteinrik stång, medelvärde, ca 30 % protein	1698	47.7	10.5	27.4	0	4	<0.1	0	0	47.7	18	0	19	2.8	0	8	<0.1	0.2	9.1	0.3	2.7	5.7	0.4	<0.1	0.3	282	30	0	0	7.8	29.5	610.9	0.5	8.7	757.8	15.9	262.6	669.1	66.7	0.9	0.3	232.7	1.4	0.5	<0.1	00.02	0.1	00.01	0	0	20.8	10	0	0.3	03.02
35012	Måltidsersättning, proteinrik stång, medelvärde, ca 40 % protein	1568	11.6	10.3	40.4	0	9.1	0	23	4.3	7.3	0	0	0	0.5	0	6.8	1.2	2.8	9.3	0.3	3.2	5.8	0	<0.1	0.2	221	37	0	0	7.8	28	654.9	2.1	0.6	1309.3	77.9	301.6	768.5	121.8	0.4	1	311.4	24.7	1.5	0.4	00.06	00.04	00.05	0	0	0.1	3.8	0	<0.1	02.06
32640	Måltidsersättning, smoothie, dryckpulver, allevo	1468	35	6.5	32	0	11	N/A	N/A	2	33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4	3	N/A	1	N/A	0.5	3	3000	500	N/A	N/A	N/A	N/A	580	10	97	2000	230	700	1783.6	520	35	10	N/A	190	12	12	1.4	1.1	0.9	1.9	39	650	N/A	3	6.5	45
32628	Måltidsersättning, smoothie, dryckpulver, easy diet	1420	23	5.2	43	0	13	N/A	N/A	N/A	19.5	N/A	N/A	N/A	0.1	N/A	N/A	N/A	N/A	5	2.5	0.9	1.7	N/A	0	2.4	2400	0	N/A	N/A	N/A	N/A	1195	13	139	1620.5	303	74	188.6	372.5	41	10.2	N/A	164	14.8	14.8	1.7	1.4	1.2	2.5	49	818	N/A	4.1	9.1	64
32661	Måltidsersättning, smoothie, dryckpulver, medelvärde	1478	31.7	6.2	37	0	9.9	N/A	N/A	7	23.6	N/A	N/A	N/A	<0.1	N/A	N/A	N/A	N/A	5.2	2.7	0.9	1.6	N/A	0.3	2.7	2683	267	N/A	N/A	N/A	N/A	844.7	12.7	116.8	1737.8	264.1	535.1	1363.5	515.1	41.2	10.1	N/A	187.7	14.6	14.6	02.07	1.3	1.1	2.3	47.2	787.5	N/A	3.9	8.2	57.22.00
32636	Måltidsersättning, smoothie, dryckpulver, nutrifast	1546	37.2	6.9	36	0	5.7	N/A	N/A	18.9	18.2	N/A	N/A	N/A	0.1	N/A	N/A	N/A	N/A	6.5	2.8	1.8	2	N/A	0.3	2.6	2650	300	N/A	N/A	N/A	N/A	759	15.1	114.5	1593.1	259.1	831.5	2118.7	652.9	47.6	10.1	N/A	209.2	16.9	16.9	1.9	1.4	1.2	2.5	53.7	894.5	N/A	4.5	8.9	63.05.00
34996	Måltidsersättning, sojaproteinpulver, ca. 80 % protein	1487	1.4	0.5	82.7	0	5	0	0	1.4	0	0	0	0	0	0	0	2.3	2.7	0	0	0	0	0	0	0	0	0	0	0	0	111.4	160.5	13.9	0	3780	468	45.1	114.9	1098	0.7	0	1300	158.4	13.8	1.3	00.11	0	0	0	0	0	0	0	0	0
32644	Måltidsersättning, soppulver, broccoli/basilika/couscous, allevo	1542	36	8	34	0	7	N/A	N/A	34	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.5	2	N/A	2.5	N/A	0.4	2.5	2500	400	N/A	N/A	N/A	N/A	580	10	97	2200	230	1600	4076.8	520	35	10	N/A	190	12	12	1.4	1.1	0.9	1.9	39	650	N/A	3	6.5	45
32657	Måltidsersättning, soppulver, medelvärde	1529	30.9	7.4	38.5	0	9.3	N/A	N/A	15.4	10	N/A	N/A	N/A	3.4	N/A	N/A	N/A	N/A	5.5	2.3	1.5	2.1	N/A	0.3	2	2029	350	N/A	N/A	N/A	N/A	680.9	18.1	102.6	1900	245.1	1801.7	4590.8	501.3	38	9.7	N/A	167.5	12.6	12.6	01.54	1.3	01.01	2	50.3	700.2	N/A	3.7	7.3	41.42.00
32648	Måltidsersättning, soppulver, nutrilett	1500	33.7	7.5	34	0	9	N/A	N/A	24.6	9.1	N/A	N/A	N/A	1.8	N/A	N/A	N/A	N/A	7.6	4.2	2	1.4	N/A	0.3	3.7	3700	300	N/A	N/A	N/A	N/A	560	11.6	120.4	1693	227.7	1480	3771	483	49.6	9.5	N/A	169	12.3	12.3	1.7	1.2	1.2	2	45	644	N/A	5.3	8.1	8.1
32642	Måltidsersättning, soppulver, potatis/purjolök, allevo	1764	42	7.5	37	0	18	N/A	N/A	20	22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.5	2	N/A	1.5	N/A	0.2	1.8	1800	200	N/A	N/A	N/A	N/A	545	10	91	1900	212	1700	4331.6	485	33	9	N/A	182	11	11	1.3	1.4	0.8	1.8	36	606	N/A	3	6	42
32630	Måltidsersättning, soppulver, sparris/fisk/höna/svamp, easy diet	1473	23.5	6.6	45	0	8	N/A	N/A	5.1	18.4	N/A	N/A	N/A	17.7	N/A	N/A	N/A	N/A	5	1.2	2	1.8	N/A	0.4	0.8	775	400	N/A	N/A	N/A	N/A	973.5	14.8	98.5	2201	290	2060	5248.9	545.3	32.5	10.3	N/A	128	12	12	01.45	1.6	01.07	1.9	85.5	647	N/A	3.2	7.1	47.5
32632	Måltidsersättning, soppulver, tomat/texmex/thai, easy diet	1382	14.3	7.3	47	0	8.7	N/A	N/A	9	5.3	N/A	N/A	N/A	0.1	N/A	N/A	N/A	N/A	6.9	1.6	2.6	2.7	N/A	0.5	1.1	1130	500	N/A	N/A	N/A	N/A	788.7	49.6	105.3	1765	280.3	1872	4769.9	328.3	34.7	10.3	N/A	140	12.8	12.8	1.5	1.2	1	2.1	44.3	837	N/A	3.5	7.9	49.3
32655	Måltidsersättning, stång, hunger control, nutrilett	1567	39.6	11.1	24.4	0	8.5	N/A	N/A	10.3	29.3	N/A	N/A	N/A	1.7	N/A	N/A	N/A	N/A	11	2.5	3.8	4.7	N/A	N/A	2.1	2100	N/A	N/A	N/A	N/A	N/A	378	11.6	71.5	875	83	330	840.8	578	33.7	5.5	N/A	128	11.2	11.2	01.28	01.32	01.05	1	26.2	377	N/A	2.7	7.1	N/A
32647	Måltidsersättning, stång, low calorie, allevo	1543	37.3	11.7	23.5	0	9.6	N/A	N/A	11.9	25.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7.5	2	N/A	5.4	N/A	N/A	2	2050	N/A	N/A	N/A	N/A	N/A	363.3	11.3	72.2	865	86	333	848.5	586.7	30.3	6.2	N/A	100	9.1	9.1	01.17	01.22	00.58	0.7	23.3	363.3	N/A	2.5	5.3	N/A
32656	Måltidsersättning, stång, low calorie, medelvärde av industriella produkter	1523	36.6	11	24	0	10.8	N/A	N/A	9.4	27.3	N/A	N/A	N/A	0.3	N/A	N/A	N/A	N/A	6.5	0.9	0.8	4.8	N/A	N/A	0.8	830	N/A	N/A	N/A	N/A	N/A	374.1	11.1	71.1	863.2	83.2	316.6	806.7	521.1	30.8	5.8	N/A	107.6	9.7	9.7	0.8	01.27	00.59	0.9	23.9	367.3	N/A	2.6	5.7	N/A
34990	Måltidsersättning, vassleproteinpulver, 74 % protein	1634	8.9	5.9	74.2	0	0	0	0	0	8.9	0	4.4	4.4	<0.1	0	0	0	0	5.8	0.2	1.9	3.7	0	0	0	0	0	0	0	0	0	<0.1	0	N/A	0	0	77.7	197.9	0	<0.1	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	0
34991	Måltidsersättning, vassleproteinpulver, 85 % protein	1502	1.2	1	85	0	0	0	0	0.2	1	0	0	0	1	0	0	0	0	3.5	0.1	1.1	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.1	119.9	0	0	0	1697	0	0	0	0	0	0	0	0	0	0	0	0	0
35013	Måltidsersättning, vassleproteinpulver, ca 40 % protein	1554	44.3	3.2	40.1	0	0	0	0	30.7	10.4	0	2.4	5.7	<0.1	2.2	0	0	0	3.1	0.1	1	2	0	0	0	0	0	0	0	0	0	0.1	0	N/A	0	0	61.3	156.2	0	<0.1	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0
34997	Måltidsersättning, vassleproteinpulver, ca 90 % protein	1685	2.7	0.4	92.5	0	0	0	0	0	2.7	0	1.3	1.3	<0.1	0	0	0	0	1.8	<0.1	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5	60	0	0	0	1310.7	0	0	0	0	0	0	0	0	0	0	0	0	0
35003	Måltidsersättning, vassleproteinpulver, profeel, 44 % protein	1594	44.1	2.6	44	0	0	0	0	8.8	35.3	0	8.3	26.4	0	0.6	0	0	0	2.5	<0.1	0.8	1.6	<0.1	<0.1	<0.1	6	2	0	0	5.5	0	448.8	0.1	49.5	564.3	41.6	220.3	561.3	323.4	6.6	1.6	858.9	16.8	3.2	0.3	00.16	01.12	00.11	0.9	2	1.9	6.9	<0.1	<0.1	00.03
11002	Mörkgröna bladgrönsaker, medelvärde	54	0.7	0.2	1.4	0	1.1	<0.1	0	<0.1	0.6	0.3	N/A	0.2	0	0	0.1	0.4	0.8	0.2	0.1	<0.1	<0.1	0	0.1	<0.1	29	101	0	0	0	9.2	72	1	1	415	40	91.5	233.1	35	0.2	0.7	23	122.6	1.2	0.8	00.14	00.15	00.09	0	32.2	178.4	5233.4	0	0.9	192.5
845	Mört	397	0	2.4	18.2	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	1.7	0.5	0.8	0.3	0	0.5	<0.1	18	10	112	287	77.7	0	96.4	0.5	30	330	26	45	114.7	252	24.8	1.8	230	6	7.5	3.6	00.36	00.13	00.07	2	0	1.3	0	10	1.5	01.05
825	Nejonöga, rökt	1464	0	31.5	17.5	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	28.4	6.5	13.3	8.6	0	4.8	1.7	970	420	1300	2100	66.7	1	8	6.1	35	210	15	660	1681.7	200	57	2.8	207	14	6.1	2.6	00.18	00.35	00.14	1	0	2500	0	25.6	8	00.02
791	Njure	400	0	3.6	15.6	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	2.7	0.8	0.7	1.2	0	0.2	0.6	360	16	75	57	51.7	2	9	8.4	6	230	18	165	420.4	260	135	2.3	200	422.6	11.4	8.1	00.39	2.6	00.36	24	15	63.9	0	0.2	0.4	N/A
32731	Nudel, fullkornsvete	1420	61.2	2.4	12.6	0	9.6	0	0	59.7	1.5	<0.1	0	0.2	0	0.5	0.7	1	8.6	1.7	1.1	0.3	0.3	<0.1	<0.1	1	1016	78	0	<1	1.4	72.2	34	3.8	5.1	405.5	119	427.1	1088.3	338.4	7.5	2.9	156	43.9	7.5	4.8	00.11	00.15	00.34	<0.1	0	1.4	220.2	<0.1	1	02.52
29055	Nudel, risnudel	1480	81.6	0.6	3.4	0	1.6	0	0	71	0.4	<0.1	0	<0.1	0	0	0.3	0.2	1.9	0.5	0.1	0.2	0.1	0	<0.1	0.1	124	26	0	0	0	50.2	18	0.7	0	30	12	182	463.7	153	15.1	0.7	40	7	0.9	0.2	00.01	00.02	00.03	0	0	0	0	0	<0.1	00.04
120	Nudel, vete	1451	66.4	3.3	10.2	0	3.3	0	0	65.9	0.5	0.1	0	0.2	0	0	0.2	1	2	2.8	0.8	0.9	1.2	0	<0.1	0.7	740	38	0	0	81.1	65.4	22	4.1	0	180	18	2	5.1	120	7.5	1	126.1	11	3	0.9	00.06	00.07	00.08	0	0	0.3	191.2	0	0.5	01.13
11007	Nypon	314	9.4	0.1	3.2	0	6.7	3.1	0	0	9.4	5.2	N/A	4.2	0	0	0	3.5	7.3	0.1	<0.1	<0.1	<0.1	0	<0.1	<0.1	31	50	0	0	0	17.8	257	0.5	N/A	410	104	24	61.1	N/A	0.2	N/A	N/A	52	N/A	N/A	00.05	00.07	00.06	0	796	522.9	6300	0	7.1	N/A
33436	Nypon, torkat	1210	35.7	0.7	14.9	0	27.8	7.9	0	0	35.7	19.5	0	16.2	0	0	0	8.7	19.1	0.6	0.4	<0.1	0.2	0	0.2	0.1	144	217	0	0	0	12.4	730	1.2	1	1550	120	100	254.8	160	0.5	1.4	36	21	2.1	1.5	00.04	00.06	00.05	0	500	444.5	18700	0	7.1	N/A
11065	Nyponpuré, sockerfri	265	12.2	0	0.6	0	6	<0.1	0	0	12.2	6.8	N/A	5.5	0	0	0	4.5	9.5	0	0	0	0	0	0	0	0	0	0	0	0	23.1	334.1	0.7	N/A	533	135.2	31.2	79.5	N/A	0.3	N/A	N/A	67.6	N/A	N/A	<0.01	00.09	00.08	0	415	99.6	1200	0	1.6	N/A
334	Nässla	182	1.3	0.7	5.9	0	4.1	<0.1	0	0	1.3	0.5	N/A	0.6	0	0	0.2	1.4	2.7	0.2	0.1	<0.1	<0.1	0	0.1	<0.1	29	101	0	0	0	9.9	594	4.4	1	670	86	1	2.5	90	0.2	1.7	23	194	1.2	0.8	00.27	00.15	0.2	0	175	178.4	5233.5	0	1.6	192.5
11086	Nöt, cashew-nöt	2403	18.8	46.4	20	0	3.5	0	0	14.2	4.6	0	N/A	0	0	0	4.6	1.6	1.9	39.4	7.8	23.8	7.8	0	<0.1	7.8	7782	62	0	0	0	117.6	45	6	10	565	260	10	25.5	490	11	5.6	450	69.2	8.7	1.2	0.4	0.2	0.2	0	0	0	22	0	0.9	7
33130	Nöt, cashew-nöt, saltad	2403	18.8	46.4	20	0	3.5	0	0	14.2	4.6	0	0	0	0	0	4.6	1.6	1.9	39.4	7.8	23.8	7.8	0	<0.1	7.8	7782	62	0	0	0	117.6	45	6	10	565	260	285.6	727.7	490	11	5.6	450	69.2	8.7	1.2	0.4	0.2	0.2	0	0	0	22	0	0.9	7
33265	Nöt, cashewnöt, överdragen med mjölkchoklad	2343	31.9	40.7	15.8	0	2.7	0.2	0	8.2	23.7	0	0	0	4.2	0	19.5	1.1	1.6	34.2	4.9	17.6	11.7	<0.1	<0.1	4.9	4867	64	0	0	2.6	103.4	194.1	4.3	22.2	516.7	176	47.8	121.8	410.2	8.1	3.9	315.6	43.1	6.1	0.9	00.27	00.32	00.15	0	0	43.6	33.7	0	0.7	04.52
33266	Nöt, cashewnöt, överdragen med yoghurt	2365	28.2	42.3	17.9	0	1.9	0	0	7.8	20.3	0	0	0	11.1	0	9.2	0.9	1.1	37.8	4.9	16.8	14.3	1.8	0.1	4.8	4792	104	0	0	3.9	118.9	312.4	3.4	37.6	675.1	170.2	229	583.5	478.5	10.3	4.1	360.1	49	6.9	0.9	00.32	00.57	00.18	0.6	1.3	1.2	16.6	<0.1	1.4	14.09
33128	Nöt, chilinöt	2032	38.2	29.6	14.7	0	4.6	0	0	34.7	3.4	<0.1	0	<0.1	0.2	<0.1	3.1	0.4	4	25.2	6.9	11.9	6.4	0	0.2	6.7	6725	176	0	0	0.2	76.8	53.9	1.9	7.1	430.3	106.9	1088.2	2772.8	209.5	1.7	1.6	177.6	62.3	9.9	6.9	00.07	00.06	00.45	0	0	<0.1	7.9	0	6.1	03.18
375	Nöt, hasselnöt	2694	3.4	61	14.1	0	17.5	N/A	0	0	3.4	0.5	N/A	0.4	0	0	2.5	0.3	5.7	57.9	6.1	47.3	4.5	0	<0.1	6	6048	57	0	0	0	117.6	138	3.6	5	650	157	1	2.5	310	2	2	200	72	4.4	1.1	0.4	00.13	00.45	0	0	1	106	0	15	14.2
33102	Nöt, honungsrostad jordnöt	2441	15.7	45.8	24.5	0	8.2	N/A	N/A	1.5	14.2	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	43.5	13.3	22.6	7.6	0	<0.1	13.2	13166	33	0	0	0	N/A	54	1.4	N/A	640	154	279	710.9	347	3	2.9	N/A	105	12.1	12.1	00.41	00.08	00.07	0	0.8	0	0	0	6	0
378	Nöt, jordnöt	2307	12.5	43	25.6	0	8.5	N/A	0	6.3	6.2	0	0	0	0	0	6.2	0.4	7.7	35.1	11.6	17.2	6.3	0	<0.1	11.6	11601	20	0	0	0	117.6	78	2.9	5	670	180	1	2.5	330	3	3.1	320	110	19.1	13.8	00.13	00.12	0.9	0	0	0.2	15.9	0	10.9	0.3
32895	Nöt, macadamia nöt	3102	5.6	75.8	7.9	N/A	8.6	N/A	N/A	1.1	4.6	<0.1	N/A	<0.1	0	N/A	4.4	N/A	N/A	72.4	1.5	58.9	12.1	0	0.2	1.3	1296	206	0	0	0	116	85	3.7	N/A	368	130	5	12.7	188	3.6	1.3	67	11	3.6	2.5	00.28	00.16	1.2	0	1.2	0	N/A	0	0.5	N/A
33095	Nöt, pecannöt	2971	4.4	72	9.2	0	9.6	N/A	N/A	0.5	4	<0.1	N/A	<0.1	0	0	3.9	N/A	N/A	68.6	21.6	40.8	6.2	0	1	20.6	20628	986	0	0	0	97	70	2.5	N/A	410	121	1	2.5	277	3.8	4.5	93	22	2.7	1.2	00.25	00.13	01.06	0	1.1	2.8	55	0	1.4	3.5
31212	Nöt, pistagenöt	2430	16.7	46	21.4	0	10.3	N/A	N/A	8.9	7.8	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	43.7	13.9	24.2	5.5	0	0.3	13.6	13636	262	0	0	0	N/A	110	4.2	N/A	1042	120	1	2.5	485	9.3	2.3	N/A	50	1.4	1.4	01.27	00.16	01.24	0	2.3	13	1362	0	2.3	13.2
33131	Nöt, pistagenöt, saltad	2430	16.7	46	21.4	0	10.3	0	0	8.9	7.8	0	0	0	0	0	0	0	0	43.7	13.9	24.2	5.5	0	0.3	13.6	13636	262	0	0	0	0	110	4.2	<0.1	1042	120	613.1	1562.3	485	9.3	2.3	0	50	1.4	1.4	01.27	00.16	01.24	0	2.3	13	1362	0	1.9	13.2
383	Nöt, saltad	2310	12.7	43	25.6	0	8.5	0	0	6	6.7	0	0	0	0	0	6	0.4	7.5	35	11.4	17	6.6	0	<0.1	11.3	11344	21	0	0	0	117.6	74.3	2.1	0	674	180	775	1974.6	401	2.9	0	250	52	16.4	12.2	01.16	00.13	00.32	0	0	0.2	15.4	0	10.6	00.39
376	Nöt, valnöt	2780	3.2	65.2	15.2	0	6.7	N/A	0	0.6	2.6	0.2	N/A	0.2	0	0	2.2	0.2	5	62.2	47.2	8.9	6.1	0	9.1	38.1	38093	9080	0	0	0	117.6	140	3.6	5	650	160	1	2.5	310	19	2	170	66	4	1.2	01.13	00.13	0.5	0	3	1	21	0	0.7	13
722	Nöt, yttre filé	538	0	4	22.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0.2	1.6	1.7	<0.1	<0.1	0.2	115	28	15	0	51.7	N/A	5.5	2.1	3	390	27	39	99.4	220	18	5	320	1.2	11	5.7	00.42	00.17	00.11	2.3	0	4.9	26.1	0.2	0.3	04.07
719	Nötbog/högrev, soppkött av nöt	488	0	3.5	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0.2	1.4	1.5	<0.1	<0.1	0.2	110	26	12	0	55.2	0.5	6	2.2	3	290	19	57	145.2	160	17	5.9	290	5	10.5	5.7	00.42	00.16	00.09	1.4	0	6.3	23.1	0.2	0.5	1.8
721	Nötbringa	642	0	8.2	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8	0.3	3	3.6	0.2	<0.1	0.2	207	45	0	0	52	1	9	2.1	3	250	17	56	142.7	140	15.1	3.3	220	5	8.6	4.9	00.42	00.12	00.08	1.4	0	23.8	22.1	0.2	0.5	1.8
716	Nötkropp, medelfet, 13 % fett	793	0	12.4	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8	0.5	4	6	0.4	<0.1	0.4	348	70	0	0	51.7	0	8	2.2	3	290	19	56	142.7	160	14.3	4.3	243	5	9	4.9	00.41	00.15	00.07	1.4	0	23.8	22.1	0.2	0.5	1.8
714	Nötkött, fett, medelvärde	599	0	8.4	16.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8	0.4	2.2	4.3	0.3	<0.1	0.3	250	45	0	0	51.7	1	9	2.1	3	250	17	56	142.7	140	15.1	3.3	220	5	8.6	4.9	00.41	00.12	00.08	1.4	0	11.8	22.1	0.2	0.5	1.8
